SurveyID,Type,Record_date,common_name,genus,species,Minute_first_detected,Year,Month,Day,Site,Path,Filename
878,CTL,2016-04-15,Eastern Meadowlark,Sturnella,magna,55,2016,Apr,15,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160415_061800.flac,GUTH-CTL_0+1_20160415_061800.flac
878,CTL,2016-04-15,Blue Jay,Cyanocitta,cristata,55,2016,Apr,15,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160415_061800.flac,GUTH-CTL_0+1_20160415_061800.flac
878,CTL,2016-04-15,Red-winged Blackbird,Agelaius,phoeniceus,55,2016,Apr,15,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160415_061800.flac,GUTH-CTL_0+1_20160415_061800.flac
878,CTL,2016-04-15,Northern Flicker,Colaptes,auratus,55,2016,Apr,15,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160415_061800.flac,GUTH-CTL_0+1_20160415_061800.flac
878,CTL,2016-04-15,American Robin,Turdus,migratorius,60,2016,Apr,15,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160415_061800.flac,GUTH-CTL_0+1_20160415_061800.flac
878,CTL,2016-04-15,Western Meadowlark,Sturnella,neglecta,60,2016,Apr,15,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160415_061800.flac,GUTH-CTL_0+1_20160415_061800.flac
878,CTL,2016-04-15,Vesper Sparrow,Pooecetes,gramineus,60,2016,Apr,15,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160415_061800.flac,GUTH-CTL_0+1_20160415_061800.flac
878,CTL,2016-04-15,Eastern Meadowlark,Sturnella,magna,60,2016,Apr,15,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160415_061800.flac,GUTH-CTL_0+1_20160415_061800.flac
878,CTL,2016-04-15,Red-winged Blackbird,Agelaius,phoeniceus,60,2016,Apr,15,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160415_061800.flac,GUTH-CTL_0+1_20160415_061800.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,1,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Eastern Meadowlark,Sturnella,magna,1,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Ring-necked Pheasant,Phasianus,colchicus,1,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Brown-headed Cowbird,Molothrus,ater,1,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,1,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,1,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,1,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,8,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Eastern Meadowlark,Sturnella,magna,8,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,8,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Horned Lark,Eremophila,alpestris,8,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,8,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Song Sparrow,Melospiza,melodia,8,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Ring-necked Pheasant,Phasianus,colchicus,8,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,8,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,13,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,13,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,13,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,13,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Brown-headed Cowbird,Molothrus,ater,13,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Common Grackle,Quiscalus,quiscula,13,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,19,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Brown-headed Cowbird,Molothrus,ater,19,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,19,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Blue Jay,Cyanocitta,cristata,19,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,19,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,19,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Eastern Meadowlark,Sturnella,magna,19,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,25,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,25,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Mallard,Anas,platyrhynchos,25,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Eastern Meadowlark,Sturnella,magna,25,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,25,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Song Sparrow,Melospiza,melodia,25,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Killdeer,Charadrius,vociferus,25,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,29,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,29,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,29,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Eastern Meadowlark,Sturnella,magna,29,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Ring-necked Pheasant,Phasianus,colchicus,29,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Brown-headed Cowbird,Molothrus,ater,29,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,29,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Killdeer,Charadrius,vociferus,29,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,35,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Brown-headed Cowbird,Molothrus,ater,35,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Eastern Meadowlark,Sturnella,magna,35,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,35,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,35,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Northern Cardinal,Cardinalis,cardinalis,35,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Killdeer,Charadrius,vociferus,35,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Killdeer,Charadrius,vociferus,37,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,37,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,37,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,37,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Brown Thrasher,Toxostoma,rufum,37,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Northern Cardinal,Cardinalis,cardinalis,37,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Eastern Meadowlark,Sturnella,magna,37,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Ring-necked Pheasant,Phasianus,colchicus,37,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Eastern Meadowlark,Sturnella,magna,42,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,42,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Killdeer,Charadrius,vociferus,42,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,42,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,42,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,42,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Northern Cardinal,Cardinalis,cardinalis,42,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,46,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,46,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Blue Jay,Cyanocitta,cristata,46,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,46,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Brown-headed Cowbird,Molothrus,ater,55,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,55,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,55,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Eastern Meadowlark,Sturnella,magna,55,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Northern Cardinal,Cardinalis,cardinalis,55,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,55,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,55,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Western Meadowlark,Sturnella,neglecta,60,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,American Robin,Turdus,migratorius,60,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Vesper Sparrow,Pooecetes,gramineus,60,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Song Sparrow,Melospiza,melodia,60,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Brown-headed Cowbird,Molothrus,ater,60,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
879,CTL,2016-04-16,Red-winged Blackbird,Agelaius,phoeniceus,60,2016,Apr,16,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160416_061700.flac,GUTH-CTL_0+1_20160416_061700.flac
880,CTL,2016-04-17,Vesper Sparrow,Pooecetes,gramineus,3,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,American Robin,Turdus,migratorius,3,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Western Meadowlark,Sturnella,neglecta,3,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Brown-headed Cowbird,Molothrus,ater,3,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Ring-necked Pheasant,Phasianus,colchicus,3,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Eastern Meadowlark,Sturnella,magna,3,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,American Robin,Turdus,migratorius,9,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Western Meadowlark,Sturnella,neglecta,9,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Red-winged Blackbird,Agelaius,phoeniceus,9,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Canada Goose,Branta,canadensis,9,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Vesper Sparrow,Pooecetes,gramineus,9,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Unknown Bird,,,9,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Blue Jay,Cyanocitta,cristata,9,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Ring-necked Pheasant,Phasianus,colchicus,9,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Brown-headed Cowbird,Molothrus,ater,9,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Red-winged Blackbird,Agelaius,phoeniceus,11,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Vesper Sparrow,Pooecetes,gramineus,11,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Western Meadowlark,Sturnella,neglecta,11,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,American Robin,Turdus,migratorius,11,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Blue Jay,Cyanocitta,cristata,11,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Ring-necked Pheasant,Phasianus,colchicus,11,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Eastern Meadowlark,Sturnella,magna,16,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,American Robin,Turdus,migratorius,16,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Brown-headed Cowbird,Molothrus,ater,16,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Red-winged Blackbird,Agelaius,phoeniceus,16,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Ring-necked Pheasant,Phasianus,colchicus,16,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Killdeer,Charadrius,vociferus,16,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Western Meadowlark,Sturnella,neglecta,16,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Eastern Towhee,Pipilo,erythrophthalmus,16,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,American Robin,Turdus,migratorius,22,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Eastern Meadowlark,Sturnella,magna,22,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
880,CTL,2016-04-17,Song Sparrow,Melospiza,melodia,22,2016,Apr,17,GUT,GUT\GUT_CTL_0301-05202016\GUTH-CTL_0+1_20160417_061500.flac,GUTH-CTL_0+1_20160417_061500.flac
